tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
The last dream of the old oak,9,12154,joy,0.6448390922612615,"{'joy': 0.6448390922612615, 'sadness': 0.20224307275687656, 'neutral': 0.11745407680670421, 'disgust': 0.012282201037224796, 'fear': 0.008746671742604425, 'surprise': 0.007810638428458737, 'anger': 0.006624247982270188}",joy,0.35974431617392433,"{'joy': 0.35974431617392433, 'admiration': 0.17163927791019282, 'neutral': 0.17108071429861915, 'approval': 0.09989042704304059, 'excitement': 0.08866637184595068, 'curiosity': 0.053684025259119354, 'sadness': 0.03747576952446252, 'confusion': 0.030063581174342997, 'disappointment': 0.024825064206702843, 'relief': 0.022203019561453, 'caring': 0.0220271286347674, 'realization': 0.018632895830604766, 'surprise': 0.01804690317173178, 'love': 0.013230769170655144, 'optimism': 0.012811906428800689, 'pride': 0.008984994557168748, 'disapproval': 0.008364064088608656, 'nervousness': 0.007859923475835886, 'desire': 0.0065891081984672285, 'gratitude': 0.006534148854876144, 'annoyance': 0.005785227235820558, 'amusement': 0.00404510805512675, 'grief': 0.0032351157278753817, 'fear': 0.002999063697643578, 'embarrassment': 0.0019370023510418832, 'remorse': 0.0013898312204724385, 'anger': 0.00124316225022388, 'disgust': 0.0007312932672599951}",joy,0.9780047403441535,"{'joy': 0.9780047403441535, 'optimism': 0.6552543110317655, 'love': 0.1409105486753914, 'anticipation': 0.12142840772867203, 'sadness': 0.08484353730455041, 'trust': 0.04506412138127618, 'surprise': 0.037152989870972104, 'pessimism': 0.010243937994043032, 'disgust': 0.007294726842600439, 'fear': 0.00612789674455093, 'anger': 0.00343975978386071}"
The last pearl,5,4815,sadness,0.4576467198319733,"{'sadness': 0.4576467198319733, 'joy': 0.19338295757770538, 'neutral': 0.11694938093423843, 'disgust': 0.10417257472872735, 'fear': 0.06169918919913471, 'surprise': 0.04636504119262099, 'anger': 0.01978411776944995}",neutral,0.5068326234817505,"{'neutral': 0.5068326234817505, 'sadness': 0.2850911237299442, 'joy': 0.07020708033815026, 'disappointment': 0.06508499030023814, 'approval': 0.04886527732014656, 'caring': 0.01839097747579217, 'admiration': 0.017779737268574534, 'curiosity': 0.017196739849168807, 'realization': 0.016772904060781003, 'annoyance': 0.011764515098184347, 'excitement': 0.011150484858080744, 'remorse': 0.009795635961927474, 'disapproval': 0.008274741703644395, 'optimism': 0.007887356262654067, 'relief': 0.007413855590857566, 'grief': 0.006711886823177337, 'confusion': 0.006523244385607541, 'desire': 0.0037871793378144504, 'nervousness': 0.0035079337190836667, 'love': 0.0030830705538392065, 'fear': 0.0027951311087235807, 'anger': 0.0024913677480071783, 'embarrassment': 0.0023599504434969275, 'surprise': 0.002220472285989672, 'disgust': 0.0022183968627359717, 'pride': 0.0015251195873133838, 'gratitude': 0.0014829173975158482, 'amusement': 0.0011482150992378592}",sadness,0.5574186271056533,"{'sadness': 0.5574186271056533, 'joy': 0.41638930831104515, 'optimism': 0.38206257224082946, 'pessimism': 0.24142934205010533, 'anticipation': 0.10911751240491867, 'love': 0.0685818262398243, 'fear': 0.03814766639843583, 'disgust': 0.038112052343785764, 'trust': 0.033387677371501924, 'surprise': 0.015896497573703528, 'anger': 0.00948234109673649}"
The little green ones,4,3674,disgust,0.4559907652437687,"{'disgust': 0.4559907652437687, 'anger': 0.4099001206923276, 'fear': 0.10915794235188514, 'neutral': 0.01430559135042131, 'sadness': 0.004123545018956065, 'surprise': 0.0033814709750004113, 'joy': 0.0031405483023263514}",neutral,0.45703256130218506,"{'neutral': 0.45703256130218506, 'annoyance': 0.1375881602289155, 'approval': 0.08664373960345984, 'disapproval': 0.06347197195282206, 'disappointment': 0.052894154912792146, 'fear': 0.04224154545227066, 'admiration': 0.032265052665024996, 'disgust': 0.024734499122132547, 'optimism': 0.023321025539189577, 'realization': 0.022510230541229248, 'anger': 0.017844870788394473, 'amusement': 0.011621900368481874, 'joy': 0.011283339816145599, 'excitement': 0.009170019067823887, 'sadness': 0.007847137727367226, 'curiosity': 0.006274415296502411, 'confusion': 0.0058992413396481425, 'embarrassment': 0.004215051507344469, 'caring': 0.0040287444135174155, 'nervousness': 0.002893852288252674, 'surprise': 0.0027776561910286546, 'relief': 0.0025567878619767725, 'pride': 0.00238373305182904, 'desire': 0.0020060234528500587, 'love': 0.0013283299340400845, 'grief': 0.0010726453037932515, 'gratitude': 0.0005645601559081115, 'remorse': 0.00043372817162889987}",optimism,0.5011685248464346,"{'optimism': 0.5011685248464346, 'anger': 0.4732776992022991, 'disgust': 0.4567916411906481, 'anticipation': 0.3552891593426466, 'joy': 0.2601008266210556, 'trust': 0.17175527795916423, 'sadness': 0.03293695906177163, 'pessimism': 0.031497645657509565, 'fear': 0.02945406478829682, 'surprise': 0.02686276682652533, 'love': 0.010995217598974705}"
The little match-seller,5,5273,disgust,0.30369607694447043,"{'disgust': 0.30369607694447043, 'surprise': 0.2745878668501973, 'neutral': 0.12751914728432895, 'fear': 0.11542621911503374, 'sadness': 0.07957059172913432, 'anger': 0.07263185884803533, 'joy': 0.026568239834159613}",neutral,0.4063597321510315,"{'neutral': 0.4063597321510315, 'admiration': 0.19933770075440407, 'sadness': 0.15303259175270795, 'disappointment': 0.04758382262662053, 'joy': 0.03198781474493444, 'approval': 0.030980485398322342, 'surprise': 0.02688518089707941, 'realization': 0.020123701170086862, 'excitement': 0.018664641445502637, 'caring': 0.010110313771292567, 'annoyance': 0.008250345336273312, 'disapproval': 0.007045498583465815, 'grief': 0.006604242580942809, 'relief': 0.006422214210033417, 'love': 0.006050641112960875, 'optimism': 0.0055306543130427595, 'desire': 0.0050733030773699285, 'pride': 0.00505420626141131, 'fear': 0.004551799991168082, 'disgust': 0.002590693160891533, 'nervousness': 0.0025851177517324684, 'gratitude': 0.00218735538655892, 'amusement': 0.0013952581211924553, 'anger': 0.0013354926079045982, 'embarrassment': 0.00131740354700014, 'curiosity': 0.0012514296337030827, 'confusion': 0.0011884653358720243, 'remorse': 0.0011143999290652573}",joy,0.8040805637836457,"{'joy': 0.8040805637836457, 'optimism': 0.4277196150273085, 'love': 0.22051530592143537, 'sadness': 0.1427832394838333, 'anticipation': 0.09396043568849563, 'surprise': 0.08660355880856514, 'disgust': 0.053178523853421214, 'trust': 0.049078913498669864, 'pessimism': 0.022741297353059055, 'fear': 0.020547532103955747, 'anger': 0.015622012689709664}"
The little mermaid,28,48822,sadness,0.3646571289365446,"{'sadness': 0.3646571289365446, 'fear': 0.22657581565934898, 'disgust': 0.2052175374452158, 'neutral': 0.10708130184294921, 'joy': 0.06660387145633909, 'anger': 0.02052848950760173, 'surprise': 0.00933586383221804}",neutral,0.37301894343857256,"{'neutral': 0.37301894343857256, 'sadness': 0.18462214276743388, 'admiration': 0.1644750480523466, 'joy': 0.06087167312424364, 'approval': 0.05848336745319622, 'disappointment': 0.04124921142855393, 'caring': 0.030770497529634407, 'love': 0.02646489165947839, 'fear': 0.026196249820973856, 'realization': 0.02059124919053699, 'optimism': 0.015996394329704344, 'curiosity': 0.012896023666793812, 'annoyance': 0.010865172728829618, 'disapproval': 0.010012650895597679, 'relief': 0.009889375917347414, 'excitement': 0.008271711520917182, 'grief': 0.006982497914577834, 'desire': 0.006752806723982628, 'pride': 0.005964371834124904, 'confusion': 0.005849448696868161, 'nervousness': 0.004824647752684541, 'surprise': 0.003178296860174409, 'remorse': 0.0031196591002558955, 'disgust': 0.003012188955576026, 'amusement': 0.0028562876551794553, 'gratitude': 0.0028259269113602515, 'anger': 0.0017724198717457642, 'embarrassment': 0.0014984611022685254}",joy,0.6685242506874991,"{'joy': 0.6685242506874991, 'optimism': 0.33645883688170997, 'sadness': 0.26978208580320434, 'anticipation': 0.20457542448171548, 'love': 0.12209756037503082, 'fear': 0.07286418171965384, 'pessimism': 0.0569344950573785, 'surprise': 0.04366753757598677, 'trust': 0.035873215861751566, 'disgust': 0.030178615632134358, 'anger': 0.012890706761806672}"
The loveliest rose in the world,5,4302,sadness,0.37786472514271735,"{'sadness': 0.37786472514271735, 'neutral': 0.27901392579078677, 'disgust': 0.27057612910866735, 'joy': 0.03306650342419744, 'anger': 0.02299617729149759, 'fear': 0.011971499770879745, 'surprise': 0.004511035280302167}",neutral,0.4999027594923973,"{'neutral': 0.4999027594923973, 'approval': 0.13213474452495574, 'admiration': 0.12167737670242787, 'sadness': 0.05326037998311221, 'caring': 0.050264600105583666, 'love': 0.04549661679193377, 'curiosity': 0.033002536266576496, 'joy': 0.02288508042693138, 'optimism': 0.018918922729790212, 'realization': 0.014301581494510173, 'disappointment': 0.011305072018876672, 'disapproval': 0.01074635493569076, 'confusion': 0.00772919780574739, 'relief': 0.005713483551517129, 'desire': 0.004906596895307302, 'excitement': 0.004214674280956387, 'annoyance': 0.003843481699004769, 'grief': 0.0037859909003600477, 'pride': 0.0036875579738989473, 'gratitude': 0.0028093738947063684, 'fear': 0.001919384894426912, 'nervousness': 0.0018082263646647333, 'remorse': 0.001793623564299196, 'surprise': 0.0012848036596551538, 'disgust': 0.0012451677117496728, 'anger': 0.0011033320683054627, 'amusement': 0.0010139211313799023, 'embarrassment': 0.0005915942718274891}",optimism,0.87105872631073,"{'optimism': 0.87105872631073, 'joy': 0.8610563278198242, 'love': 0.39082675278186796, 'trust': 0.1904195711016655, 'sadness': 0.17400716822594403, 'anticipation': 0.12036179006099701, 'surprise': 0.01716462876647711, 'pessimism': 0.015724884811788797, 'fear': 0.006560048740357161, 'disgust': 0.004870381206274033, 'anger': 0.003700152458623052}"
The marsh king's daughter,47,82635,fear,0.28608327927414645,"{'fear': 0.28608327927414645, 'disgust': 0.2414080841476692, 'neutral': 0.17550107375025115, 'sadness': 0.09739991063202554, 'joy': 0.07013768386070993, 'anger': 0.0688494793585244, 'surprise': 0.06062049433797043}",neutral,0.5501192672614087,"{'neutral': 0.5501192672614087, 'approval': 0.08997089281044107, 'admiration': 0.07830967838836318, 'sadness': 0.06232837282314382, 'curiosity': 0.04347218907106311, 'joy': 0.04269019736502161, 'disappointment': 0.029274766152585917, 'realization': 0.028654565796890158, 'confusion': 0.02236863871370046, 'annoyance': 0.017621096515869523, 'fear': 0.017001777955459707, 'disapproval': 0.0161710821211021, 'optimism': 0.014921761697475264, 'surprise': 0.014309745494330778, 'excitement': 0.012450676277636531, 'caring': 0.008836062283235345, 'nervousness': 0.007543154852217103, 'relief': 0.006556295434339963, 'anger': 0.005205756651505114, 'desire': 0.003495974277958591, 'love': 0.0034228859319440784, 'pride': 0.003293175232953372, 'grief': 0.0032459838440309853, 'disgust': 0.0025753314449560847, 'amusement': 0.00180377510742859, 'embarrassment': 0.0015161064728361337, 'gratitude': 0.001506151140734375, 'remorse': 0.0011603099076037712}",joy,0.5450639588203519,"{'joy': 0.5450639588203519, 'optimism': 0.3488754118455851, 'anticipation': 0.24483947241876988, 'sadness': 0.14279197433844526, 'love': 0.0683410413701959, 'fear': 0.06752984605709765, 'disgust': 0.051559593122293974, 'surprise': 0.043730703786887384, 'trust': 0.03965287077973815, 'pessimism': 0.03839363034893858, 'anger': 0.035670430198846824}"
The metal pig,14,22715,fear,0.28475613076339606,"{'fear': 0.28475613076339606, 'disgust': 0.22122414912363247, 'sadness': 0.166672947450674, 'neutral': 0.13681406045465597, 'joy': 0.10338770124196474, 'anger': 0.06053866673859635, 'surprise': 0.0266063374334148}",neutral,0.44902014413050245,"{'neutral': 0.44902014413050245, 'admiration': 0.18942693255043455, 'gratitude': 0.0998733487192242, 'sadness': 0.09015693124716304, 'fear': 0.04914394040159615, 'approval': 0.048297815157898834, 'disappointment': 0.03275087556435859, 'curiosity': 0.026090950266474726, 'realization': 0.025898996940148727, 'nervousness': 0.017091745435858945, 'joy': 0.014797732321312651, 'confusion': 0.013115924334020488, 'annoyance': 0.011196495225054346, 'caring': 0.008322201818892998, 'excitement': 0.006752452887927315, 'disapproval': 0.006324674717948905, 'optimism': 0.005849795648828149, 'relief': 0.004642811795097909, 'surprise': 0.004458232396115948, 'grief': 0.004113970594646942, 'pride': 0.0026943556170278627, 'disgust': 0.0024278000637423247, 'desire': 0.002325153269339353, 'love': 0.002296056307386607, 'anger': 0.0019504728635573493, 'embarrassment': 0.0017273813698141436, 'amusement': 0.001502389391784423, 'remorse': 0.0013808711623174272}",joy,0.6149266132020524,"{'joy': 0.6149266132020524, 'optimism': 0.2394471386713641, 'anticipation': 0.17366836539336614, 'fear': 0.15840054308396898, 'sadness': 0.13871758853617525, 'love': 0.11098680926287281, 'surprise': 0.05844734762130039, 'pessimism': 0.03299596182270242, 'disgust': 0.03211180290340313, 'trust': 0.029597932938486338, 'anger': 0.028095015399490615}"
The moneybox,5,5043,neutral,0.4694442361593246,"{'neutral': 0.4694442361593246, 'disgust': 0.24145422577857972, 'joy': 0.18524610977619888, 'anger': 0.047758270800113675, 'sadness': 0.021819533407688142, 'surprise': 0.019795573432929814, 'fear': 0.014482041355222464}",neutral,0.6642500877380371,"{'neutral': 0.6642500877380371, 'amusement': 0.10788834253326059, 'approval': 0.0875847116112709, 'joy': 0.060897018760442734, 'optimism': 0.031227963417768477, 'admiration': 0.03084733630530536, 'realization': 0.026177308708429336, 'annoyance': 0.01029968480579555, 'desire': 0.009223213675431908, 'excitement': 0.00786725782090798, 'disapproval': 0.007765798922628164, 'disappointment': 0.004657344799488783, 'relief': 0.00312960569281131, 'confusion': 0.002994049550034106, 'caring': 0.0022206282010301948, 'pride': 0.002123092830879614, 'curiosity': 0.001832927903160453, 'sadness': 0.0014269894920289517, 'gratitude': 0.0011537251295521856, 'surprise': 0.001093965210020542, 'disgust': 0.0010306018171831965, 'love': 0.0010097268794197589, 'fear': 0.000914530421141535, 'anger': 0.0009027653199154883, 'embarrassment': 0.0006840104993898422, 'nervousness': 0.0006229612743481993, 'remorse': 0.00041397046588826926, 'grief': 0.00035391425772104414}",joy,0.6866273671388626,"{'joy': 0.6866273671388626, 'optimism': 0.40461709797382356, 'anticipation': 0.36389227509498595, 'surprise': 0.05577807649970055, 'trust': 0.053908875584602355, 'sadness': 0.0346689285710454, 'disgust': 0.01749299466609955, 'love': 0.016777666192501782, 'pessimism': 0.015289798006415367, 'fear': 0.013361625699326396, 'anger': 0.007777347322553396}"
The most incredible thing,6,7495,disgust,0.41831881320104003,"{'disgust': 0.41831881320104003, 'anger': 0.17464433424174786, 'joy': 0.1561337678382794, 'surprise': 0.1434062661913534, 'neutral': 0.06526634097099304, 'fear': 0.03203672591189388, 'sadness': 0.01019376531864206}",admiration,0.5867986778418223,"{'admiration': 0.5867986778418223, 'neutral': 0.26677014989157516, 'joy': 0.08338186796754599, 'approval': 0.07746644069751103, 'annoyance': 0.029872523426699143, 'disappointment': 0.023721748186896246, 'disapproval': 0.020199391331213217, 'realization': 0.016010263313849766, 'excitement': 0.012424376560375094, 'pride': 0.011496896157041192, 'love': 0.00820010329092232, 'gratitude': 0.005579793127253652, 'optimism': 0.005160461917209129, 'relief': 0.0043412724626250565, 'surprise': 0.004178246638427178, 'anger': 0.003508814872475341, 'caring': 0.003413541087259849, 'disgust': 0.002844024837637941, 'amusement': 0.002024812284313763, 'embarrassment': 0.0019391921814531088, 'sadness': 0.0019267969958794613, 'confusion': 0.0015074419789016247, 'curiosity': 0.001354338421757954, 'desire': 0.0012807069094075512, 'fear': 0.0008016860956558958, 'grief': 0.0007441918132826686, 'nervousness': 0.00040107283227068063, 'remorse': 0.00034172774515657994}",joy,0.8324264610807101,"{'joy': 0.8324264610807101, 'optimism': 0.5094913026938835, 'love': 0.19699052810513726, 'anticipation': 0.15229179989546537, 'disgust': 0.08596138322415452, 'surprise': 0.08259929033617179, 'anger': 0.054882987247159086, 'trust': 0.041205877399382494, 'sadness': 0.031566837802529335, 'pessimism': 0.012163929097975293, 'fear': 0.008110499319930872}"
The naughty boy,5,4301,disgust,0.5343653362244367,"{'disgust': 0.5343653362244367, 'fear': 0.20909518264234067, 'anger': 0.1263467226177454, 'sadness': 0.0730675406754017, 'neutral': 0.0318276097998023, 'surprise': 0.01958284005522728, 'joy': 0.005714718019589782}",neutral,0.5041075646877289,"{'neutral': 0.5041075646877289, 'sadness': 0.21319881826639175, 'disappointment': 0.11035374104976654, 'realization': 0.050005700439214706, 'fear': 0.04135677586309612, 'annoyance': 0.0371297799050808, 'approval': 0.025754845514893532, 'amusement': 0.022526862425729634, 'admiration': 0.02236635477747768, 'nervousness': 0.012252942752093076, 'disapproval': 0.010119473561644554, 'joy': 0.009640009026043117, 'caring': 0.007839048537425697, 'disgust': 0.007285931054502726, 'grief': 0.006419453723356128, 'embarrassment': 0.006394288642331958, 'optimism': 0.004757690732367337, 'relief': 0.003909519477747381, 'anger': 0.0038431082852184773, 'surprise': 0.0032039812998846174, 'remorse': 0.002837403956800699, 'excitement': 0.002504763938486576, 'desire': 0.0024489534785971045, 'love': 0.0020402677822858096, 'pride': 0.0017153377993963659, 'confusion': 0.0014785826206207275, 'curiosity': 0.0013045431347563862, 'gratitude': 0.0003796887875068933}",disgust,0.5785347484052181,"{'disgust': 0.5785347484052181, 'anger': 0.5656720208004117, 'sadness': 0.29074824452400205, 'joy': 0.28809515535831454, 'pessimism': 0.10252773985266686, 'anticipation': 0.0972867451608181, 'fear': 0.06894862968474627, 'optimism': 0.04673561919480562, 'surprise': 0.023475605249404907, 'trust': 0.006812964798882604, 'love': 0.006754747638478875}"
